release_date,state,issue,epiweek,lag,num_ili,num_patients,num_providers,num_age_0,num_age_1,num_age_2,num_age_3,num_age_4,num_age_5,wili,ili,location,season
2017-10-24,de,201740,201405,192,66,2659,11,,,,,,,2.48214,2.48214,10,2013/2014
2017-10-24,ga,201740,201405,192,457,24275,37,,,,,,,1.8826,1.8826,13,2013/2014
2017-10-24,hi,201740,201405,192,80,1602,16,,,,,,,4.99376,4.99376,15,2013/2014
2017-10-24,ia,201740,201405,192,161,29414,20,,,,,,,0.547358,0.547358,19,2013/2014
2017-10-24,id,201740,201405,192,81,3118,8,,,,,,,2.59782,2.59782,16,2013/2014
2017-10-24,il,201740,201405,192,1240,53607,107,,,,,,,2.31313,2.31313,17,2013/2014
2017-10-24,in,201740,201405,192,240,7878,39,,,,,,,3.04646,3.04646,18,2013/2014
2017-10-24,ks,201740,201405,192,314,6729,30,,,,,,,4.66637,4.66637,20,2013/2014
2017-10-24,ky,201740,201405,192,272,25039,19,,,,,,,1.08631,1.08631,21,2013/2014
2017-10-24,ma,201740,201405,192,478,30209,56,,,,,,,1.58231,1.58231,25,2013/2014
2017-10-24,md,201740,201405,192,242,12049,24,,,,,,,2.00847,2.00847,24,2013/2014
2017-10-24,me,201740,201405,192,106,5353,31,,,,,,,1.9802,1.9802,23,2013/2014
2017-10-24,mi,201740,201405,192,349,14540,54,,,,,,,2.40028,2.40028,26,2013/2014
2017-10-24,mn,201740,201405,192,121,4774,20,,,,,,,2.53456,2.53456,27,2013/2014
2017-10-24,mo,201740,201405,192,257,8083,26,,,,,,,3.17951,3.17951,29,2013/2014
2017-10-24,ms,201740,201405,192,663,13707,43,,,,,,,4.83694,4.83694,28,2013/2014
2017-10-24,mt,201740,201405,192,4,2747,9,,,,,,,0.145613,0.145613,30,2013/2014
2017-10-24,nat,201740,201405,192,23484,813726,2051,5133,8714,,6031,2403,1203,3.11922,2.88598,US,2013/2014
2017-10-24,nc,201740,201405,192,382,13168,53,,,,,,,2.90097,2.90097,37,2013/2014
2017-10-24,nd,201740,201405,192,29,2243,12,,,,,,,1.29291,1.29291,38,2013/2014
2017-10-24,ne,201740,201405,192,55,2685,15,,,,,,,2.04842,2.04842,31,2013/2014
2017-10-24,nh,201740,201405,192,26,4528,26,,,,,,,0.574205,0.574205,33,2013/2014
2017-10-24,nj,201740,201405,192,288,8063,25,,,,,,,3.57187,3.57187,34,2013/2014
2017-10-24,nm,201740,201405,192,542,11832,28,,,,,,,4.5808,4.5808,35,2013/2014
2017-10-24,nv,201740,201405,192,427,18897,42,,,,,,,2.25962,2.25962,32,2013/2014
2017-10-24,oh,201740,201405,192,250,14571,53,,,,,,,1.71574,1.71574,39,2013/2014
2017-10-24,ok,201740,201405,192,340,3889,21,,,,,,,8.74261,8.74261,40,2013/2014
2017-10-24,or,201740,201405,192,49,3398,17,,,,,,,1.44202,1.44202,41,2013/2014
2017-10-24,pa,201740,201405,192,352,12436,48,,,,,,,2.83049,2.83049,42,2013/2014
2017-10-24,pr,201740,201405,192,30,653,1,,,,,,,4.59418,4.59418,72,2013/2014
2017-10-24,ri,201740,201405,192,71,6491,20,,,,,,,1.09382,1.09382,44,2013/2014
2017-10-24,sc,201740,201405,192,85,5229,15,,,,,,,1.62555,1.62555,45,2013/2014
2017-10-24,sd,201740,201405,192,129,5712,24,,,,,,,2.2584,2.2584,46,2013/2014
2017-10-24,tn,201740,201405,192,316,9755,54,,,,,,,3.23936,3.23936,47,2013/2014
2017-10-24,tx,201740,201405,192,1920,40916,120,,,,,,,4.69254,4.69254,48,2013/2014
2017-10-24,ut,201740,201405,192,435,17240,42,,,,,,,2.5232,2.5232,49,2013/2014
2017-10-24,va,201740,201405,192,2599,70353,112,,,,,,,3.69423,3.69423,51,2013/2014
2017-10-24,vt,201740,201405,192,161,3479,11,,,,,,,4.62777,4.62777,50,2013/2014
2017-10-24,wa,201740,201405,192,82,4767,15,,,,,,,1.72016,1.72016,53,2013/2014
2017-10-24,wi,201740,201405,192,64,4098,32,,,,,,,1.56174,1.56174,55,2013/2014
2017-10-24,wv,201740,201405,192,354,12703,44,,,,,,,2.78674,2.78674,54,2013/2014
2017-10-24,wy,201740,201405,192,106,5116,22,,,,,,,2.07193,2.07193,56,2013/2014
2017-10-24,ak,201740,201406,191,33,2050,8,,,,,,,1.60976,1.60976,02,2013/2014
2017-10-24,al,201740,201406,191,437,12068,28,,,,,,,3.62115,3.62115,01,2013/2014
2017-10-24,ar,201740,201406,191,169,3185,14,,,,,,,5.30612,5.30612,05,2013/2014
2017-10-24,az,201740,201406,191,740,28009,59,,,,,,,2.64201,2.64201,04,2013/2014
2017-10-24,ca,201740,201406,191,1628,42420,137,,,,,,,3.83781,3.83781,06,2013/2014
2017-10-24,co,201740,201406,191,357,22336,11,,,,,,,1.59832,1.59832,08,2013/2014
2017-10-24,ct,201740,201406,191,167,5102,19,,,,,,,3.27323,3.27323,09,2013/2014
2017-10-24,dc,201740,201406,191,153,1699,3,,,,,,,9.0053,9.0053,11,2013/2014
2017-10-24,de,201740,201406,191,72,2412,11,,,,,,,2.98507,2.98507,10,2013/2014
2017-10-24,ga,201740,201406,191,343,25751,36,,,,,,,1.33199,1.33199,13,2013/2014
2017-10-24,hi,201740,201406,191,91,1628,17,,,,,,,5.58968,5.58968,15,2013/2014
2017-10-24,ia,201740,201406,191,141,30833,20,,,,,,,0.457302,0.457302,19,2013/2014
2017-10-24,id,201740,201406,191,61,2910,9,,,,,,,2.09622,2.09622,16,2013/2014
2017-10-24,il,201740,201406,191,1120,53509,108,,,,,,,2.09311,2.09311,17,2013/2014
2017-10-24,in,201740,201406,191,198,8243,39,,,,,,,2.40204,2.40204,18,2013/2014
2017-10-24,ks,201740,201406,191,176,5887,32,,,,,,,2.98964,2.98964,20,2013/2014
2017-10-24,ky,201740,201406,191,190,17925,18,,,,,,,1.05997,1.05997,21,2013/2014
2017-10-24,ma,201740,201406,191,525,26276,55,,,,,,,1.99802,1.99802,25,2013/2014
2017-10-24,md,201740,201406,191,282,12318,26,,,,,,,2.28933,2.28933,24,2013/2014
2017-10-24,me,201740,201406,191,99,5019,31,,,,,,,1.9725,1.9725,23,2013/2014
2017-10-24,mi,201740,201406,191,366,15642,54,,,,,,,2.33985,2.33985,26,2013/2014
2017-10-24,mn,201740,201406,191,107,4960,18,,,,,,,2.15726,2.15726,27,2013/2014
2017-10-24,mo,201740,201406,191,162,6645,24,,,,,,,2.43792,2.43792,29,2013/2014
2017-10-24,ms,201740,201406,191,698,16974,41,,,,,,,4.11217,4.11217,28,2013/2014
2017-10-24,mt,201740,201406,191,14,2701,9,,,,,,,0.518327,0.518327,30,2013/2014
2017-10-24,nat,201740,201406,191,21085,804244,2051,4729,7711,,5278,2242,1125,2.83572,2.62172,US,2013/2014
2017-10-24,nc,201740,201406,191,308,17410,53,,,,,,,1.7691,1.7691,37,2013/2014
2017-10-24,nd,201740,201406,191,41,2162,11,,,,,,,1.89639,1.89639,38,2013/2014
2017-10-24,ne,201740,201406,191,50,2507,15,,,,,,,1.99442,1.99442,31,2013/2014
2017-10-24,nh,201740,201406,191,33,3972,26,,,,,,,0.830816,0.830816,33,2013/2014
2017-10-24,nj,201740,201406,191,325,9508,26,,,,,,,3.41817,3.41817,34,2013/2014
2017-10-24,nm,201740,201406,191,426,12314,30,,,,,,,3.45948,3.45948,35,2013/2014
2017-10-24,nv,201740,201406,191,351,18519,42,,,,,,,1.89535,1.89535,32,2013/2014
2017-10-24,oh,201740,201406,191,176,14452,53,,,,,,,1.21782,1.21782,39,2013/2014
2017-10-24,ok,201740,201406,191,327,3806,21,,,,,,,8.5917,8.5917,40,2013/2014
2017-10-24,or,201740,201406,191,42,3248,18,,,,,,,1.2931,1.2931,41,2013/2014
2017-10-24,pa,201740,201406,191,291,11563,45,,,,,,,2.51665,2.51665,42,2013/2014
2017-10-24,pr,201740,201406,191,32,662,1,,,,,,,4.83384,4.83384,72,2013/2014
2017-10-24,ri,201740,201406,191,83,5757,20,,,,,,,1.44172,1.44172,44,2013/2014
2017-10-24,sc,201740,201406,191,58,6545,16,,,,,,,0.886173,0.886173,45,2013/2014
2017-10-24,sd,201740,201406,191,113,5732,24,,,,,,,1.97139,1.97139,46,2013/2014
2017-10-24,tn,201740,201406,191,301,9623,52,,,,,,,3.12792,3.12792,47,2013/2014
2017-10-24,tx,201740,201406,191,1774,42723,119,,,,,,,4.15233,4.15233,48,2013/2014
2017-10-24,ut,201740,201406,191,431,17420,44,,,,,,,2.47417,2.47417,49,2013/2014
2017-10-24,va,201740,201406,191,2146,65317,105,,,,,,,3.28552,3.28552,51,2013/2014
2017-10-24,vt,201740,201406,191,129,3352,11,,,,,,,3.84845,3.84845,50,2013/2014
2017-10-24,wa,201740,201406,191,78,4753,15,,,,,,,1.64107,1.64107,53,2013/2014
2017-10-24,wi,201740,201406,191,138,5570,36,,,,,,,2.47756,2.47756,55,2013/2014
2017-10-24,wv,201740,201406,191,270,12835,42,,,,,,,2.10362,2.10362,54,2013/2014
2017-10-24,wy,201740,201406,191,78,5124,21,,,,,,,1.52225,1.52225,56,2013/2014
2017-10-24,ak,201740,201407,190,33,1924,8,,,,,,,1.71518,1.71518,02,2013/2014
2017-10-24,al,201740,201407,190,230,7507,24,,,,,,,3.06381,3.06381,01,2013/2014
2017-10-24,ar,201740,201407,190,156,3778,13,,,,,,,4.12917,4.12917,05,2013/2014
2017-10-24,az,201740,201407,190,705,29721,60,,,,,,,2.37206,2.37206,04,2013/2014
2017-10-24,ca,201740,201407,190,1357,39193,131,,,,,,,3.46235,3.46235,06,2013/2014
2017-10-24,co,201740,201407,190,292,23229,11,,,,,,,1.25705,1.25705,08,2013/2014
2017-10-24,ct,201740,201407,190,115,4963,19,,,,,,,2.31715,2.31715,09,2013/2014
2017-10-24,dc,201740,201407,190,112,1554,3,,,,,,,7.20721,7.20721,11,2013/2014
2017-10-24,de,201740,201407,190,51,2246,11,,,,,,,2.2707,2.2707,10,2013/2014
2017-10-24,ga,201740,201407,190,205,15322,35,,,,,,,1.33795,1.33795,13,2013/2014
2017-10-24,hi,201740,201407,190,96,1662,16,,,,,,,5.77617,5.77617,15,2013/2014
2017-10-24,ia,201740,201407,190,133,31686,22,,,,,,,0.419744,0.419744,19,2013/2014
2017-10-24,id,201740,201407,190,39,3172,10,,,,,,,1.22951,1.22951,16,2013/2014
2017-10-24,il,201740,201407,190,1146,56725,107,,,,,,,2.02027,2.02027,17,2013/2014
2017-10-24,in,201740,201407,190,156,8016,38,,,,,,,1.94611,1.94611,18,2013/2014
2017-10-24,ks,201740,201407,190,158,6980,33,,,,,,,2.26361,2.26361,20,2013/2014
2017-10-24,ky,201740,201407,190,156,20061,19,,,,,,,0.777628,0.777628,21,2013/2014
2017-10-24,ma,201740,201407,190,466,28216,58,,,,,,,1.65155,1.65155,25,2013/2014
2017-10-24,md,201740,201407,190,190,9711,25,,,,,,,1.95654,1.95654,24,2013/2014
2017-10-24,me,201740,201407,190,96,5258,32,,,,,,,1.82579,1.82579,23,2013/2014
2017-10-24,mi,201740,201407,190,325,13635,49,,,,,,,2.38357,2.38357,26,2013/2014
2017-10-24,mn,201740,201407,190,106,4958,17,,,,,,,2.13796,2.13796,27,2013/2014
2017-10-24,mo,201740,201407,190,148,7397,23,,,,,,,2.00081,2.00081,29,2013/2014
2017-10-24,ms,201740,201407,190,635,16729,44,,,,,,,3.7958,3.7958,28,2013/2014
2017-10-24,mt,201740,201407,190,4,2780,9,,,,,,,0.143885,0.143885,30,2013/2014
2017-10-24,nat,201740,201407,190,18195,777340,2018,4210,6717,,4470,1829,969,2.48484,2.34067,US,2013/2014
2017-10-24,nc,201740,201407,190,240,11610,51,,,,,,,2.06718,2.06718,37,2013/2014
2017-10-24,nd,201740,201407,190,17,2329,11,,,,,,,0.729927,0.729927,38,2013/2014
2017-10-24,ne,201740,201407,190,31,2561,15,,,,,,,1.21046,1.21046,31,2013/2014
2017-10-24,nh,201740,201407,190,14,3851,25,,,,,,,0.363542,0.363542,33,2013/2014
2017-10-24,nj,201740,201407,190,286,8548,24,,,,,,,3.34581,3.34581,34,2013/2014
2017-10-24,nm,201740,201407,190,385,8848,23,,,,,,,4.35127,4.35127,35,2013/2014
2017-10-24,nv,201740,201407,190,279,18858,42,,,,,,,1.47948,1.47948,32,2013/2014
2017-10-24,oh,201740,201407,190,209,16134,51,,,,,,,1.2954,1.2954,39,2013/2014
2017-10-24,ok,201740,201407,190,137,3810,20,,,,,,,3.5958,3.5958,40,2013/2014
2017-10-24,or,201740,201407,190,26,3273,15,,,,,,,0.794378,0.794378,41,2013/2014
2017-10-24,pa,201740,201407,190,260,13186,48,,,,,,,1.97179,1.97179,42,2013/2014
2017-10-24,pr,201740,201407,190,37,737,1,,,,,,,5.02035,5.02035,72,2013/2014
2017-10-24,ri,201740,201407,190,65,6111,20,,,,,,,1.06366,1.06366,44,2013/2014
2017-10-24,sc,201740,201407,190,39,4099,15,,,,,,,0.951452,0.951452,45,2013/2014
2017-10-24,sd,201740,201407,190,110,5516,24,,,,,,,1.9942,1.9942,46,2013/2014
2017-10-24,tn,201740,201407,190,210,9089,53,,,,,,,2.31049,2.31049,47,2013/2014
2017-10-24,tx,201740,201407,190,1659,41250,117,,,,,,,4.02182,4.02182,48,2013/2014
2017-10-24,ut,201740,201407,190,435,17538,43,,,,,,,2.48033,2.48033,49,2013/2014
2017-10-24,va,201740,201407,190,2070,66029,110,,,,,,,3.13499,3.13499,51,2013/2014
2017-10-24,vt,201740,201407,190,112,3218,11,,,,,,,3.48042,3.48042,50,2013/2014
2017-10-24,wa,201740,201407,190,69,4810,15,,,,,,,1.43451,1.43451,53,2013/2014
2017-10-24,wi,201740,201407,190,110,5877,34,,,,,,,1.8717,1.8717,55,2013/2014
2017-10-24,wv,201740,201407,190,273,12432,44,,,,,,,2.19595,2.19595,54,2013/2014
2017-10-24,wy,201740,201407,190,64,4395,20,,,,,,,1.4562,1.4562,56,2013/2014
2017-10-24,ak,201740,201408,189,12,1807,7,,,,,,,0.664084,0.664084,02,2013/2014
2017-10-24,al,201740,201408,189,239,12163,27,,,,,,,1.96498,1.96498,01,2013/2014
2017-10-24,ar,201740,201408,189,116,3987,13,,,,,,,2.90946,2.90946,05,2013/2014
2017-10-24,az,201740,201408,189,578,28187,60,,,,,,,2.05059,2.05059,04,2013/2014
2017-10-24,ca,201740,201408,189,1176,34719,127,,,,,,,3.38719,3.38719,06,2013/2014
2017-10-24,co,201740,201408,189,236,24107,11,,,,,,,0.978969,0.978969,08,2013/2014
2017-10-24,ct,201740,201408,189,118,3958,20,,,,,,,2.9813,2.9813,09,2013/2014
2017-10-24,dc,201740,201408,189,112,1405,3,,,,,,,7.97153,7.97153,11,2013/2014
2017-10-24,de,201740,201408,189,45,2607,11,,,,,,,1.72612,1.72612,10,2013/2014
2017-10-24,ga,201740,201408,189,188,22666,36,,,,,,,0.829436,0.829436,13,2013/2014
2017-10-24,hi,201740,201408,189,127,1567,16,,,,,,,8.10466,8.10466,15,2013/2014
2017-10-24,ia,201740,201408,189,114,29435,20,,,,,,,0.387294,0.387294,19,2013/2014
2017-10-24,id,201740,201408,189,47,2923,9,,,,,,,1.60794,1.60794,16,2013/2014
2017-10-24,il,201740,201408,189,1182,57008,107,,,,,,,2.07339,2.07339,17,2013/2014
2017-10-24,in,201740,201408,189,152,7747,37,,,,,,,1.96205,1.96205,18,2013/2014
2017-10-24,ks,201740,201408,189,153,6983,32,,,,,,,2.19104,2.19104,20,2013/2014
2017-10-24,ky,201740,201408,189,172,20735,19,,,,,,,0.829515,0.829515,21,2013/2014
2017-10-24,ma,201740,201408,189,353,24226,58,,,,,,,1.45711,1.45711,25,2013/2014
2017-10-24,md,201740,201408,189,144,10496,24,,,,,,,1.37195,1.37195,24,2013/2014
2017-10-24,me,201740,201408,189,93,4998,32,,,,,,,1.86074,1.86074,23,2013/2014
2017-10-24,mi,201740,201408,189,376,14808,53,,,,,,,2.53917,2.53917,26,2013/2014
2017-10-24,mn,201740,201408,189,121,4555,18,,,,,,,2.65642,2.65642,27,2013/2014
2017-10-24,mo,201740,201408,189,127,7546,23,,,,,,,1.68301,1.68301,29,2013/2014
2017-10-24,ms,201740,201408,189,533,17648,43,,,,,,,3.02017,3.02017,28,2013/2014
2017-10-24,mt,201740,201408,189,8,2413,9,,,,,,,0.331538,0.331538,30,2013/2014
2017-10-24,nat,201740,201408,189,17234,812700,2025,4250,6121,,4306,1684,873,2.2741,2.12059,US,2013/2014
2017-10-24,nc,201740,201408,189,244,16994,51,,,,,,,1.4358,1.4358,37,2013/2014
2017-10-24,nd,201740,201408,189,36,2046,10,,,,,,,1.75953,1.75953,38,2013/2014
2017-10-24,ne,201740,201408,189,20,2475,15,,,,,,,0.808081,0.808081,31,2013/2014
2017-10-24,nh,201740,201408,189,22,4256,25,,,,,,,0.516917,0.516917,33,2013/2014
2017-10-24,nj,201740,201408,189,261,10153,26,,,,,,,2.57067,2.57067,34,2013/2014
2017-10-24,nm,201740,201408,189,360,11496,29,,,,,,,3.13152,3.13152,35,2013/2014
2017-10-24,nv,201740,201408,189,188,18406,40,,,,,,,1.02141,1.02141,32,2013/2014
2017-10-24,oh,201740,201408,189,154,15764,51,,,,,,,0.976909,0.976909,39,2013/2014
2017-10-24,ok,201740,201408,189,219,4068,18,,,,,,,5.38348,5.38348,40,2013/2014
2017-10-24,or,201740,201408,189,31,3521,17,,,,,,,0.880432,0.880432,41,2013/2014
2017-10-24,pa,201740,201408,189,268,14979,49,,,,,,,1.78917,1.78917,42,2013/2014
2017-10-24,pr,201740,201408,189,29,779,1,,,,,,,3.72272,3.72272,72,2013/2014
2017-10-24,ri,201740,201408,189,40,5530,20,,,,,,,0.723327,0.723327,44,2013/2014
2017-10-24,sc,201740,201408,189,37,6394,16,,,,,,,0.578668,0.578668,45,2013/2014
2017-10-24,sd,201740,201408,189,112,6119,24,,,,,,,1.83036,1.83036,46,2013/2014
2017-10-24,tn,201740,201408,189,145,9644,51,,,,,,,1.50353,1.50353,47,2013/2014
2017-10-24,tx,201740,201408,189,1713,44339,118,,,,,,,3.86342,3.86342,48,2013/2014
2017-10-24,ut,201740,201408,189,456,16649,43,,,,,,,2.7389,2.7389,49,2013/2014
2017-10-24,va,201740,201408,189,2043,76135,111,,,,,,,2.68339,2.68339,51,2013/2014
2017-10-24,vt,201740,201408,189,76,2750,9,,,,,,,2.76364,2.76364,50,2013/2014
2017-10-24,wa,201740,201408,189,67,4416,15,,,,,,,1.51721,1.51721,53,2013/2014
2017-10-24,wi,201740,201408,189,135,6017,33,,,,,,,2.24364,2.24364,55,2013/2014
2017-10-24,wv,201740,201408,189,257,14390,44,,,,,,,1.78596,1.78596,54,2013/2014
2017-10-24,wy,201740,201408,189,80,5413,23,,,,,,,1.47792,1.47792,56,2013/2014
2017-10-24,ak,201740,201409,188,20,2374,9,,,,,,,0.84246,0.84246,02,2013/2014
2017-10-24,al,201740,201409,188,223,10265,25,,,,,,,2.17243,2.17243,01,2013/2014
2017-10-24,ar,201740,201409,188,86,3826,11,,,,,,,2.24778,2.24778,05,2013/2014
2017-10-24,az,201740,201409,188,581,28479,58,,,,,,,2.0401,2.0401,04,2013/2014
2017-10-24,ca,201740,201409,188,1165,38328,125,,,,,,,3.03955,3.03955,06,2013/2014
2017-10-24,co,201740,201409,188,263,24889,11,,,,,,,1.05669,1.05669,08,2013/2014
2017-10-24,ct,201740,201409,188,100,4101,17,,,,,,,2.43843,2.43843,09,2013/2014
2017-10-24,dc,201740,201409,188,151,1771,2,,,,,,,8.52626,8.52626,11,2013/2014
2017-10-24,de,201740,201409,188,48,2577,11,,,,,,,1.86263,1.86263,10,2013/2014
2017-10-24,ga,201740,201409,188,234,25941,36,,,,,,,0.902047,0.902047,13,2013/2014
2017-10-24,hi,201740,201409,188,115,1680,15,,,,,,,6.84524,6.84524,15,2013/2014
2017-10-24,ia,201740,201409,188,102,33918,21,,,,,,,0.300725,0.300725,19,2013/2014
2017-10-24,id,201740,201409,188,44,3127,9,,,,,,,1.4071,1.4071,16,2013/2014
2017-10-24,il,201740,201409,188,1186,58078,107,,,,,,,2.04208,2.04208,17,2013/2014
2017-10-24,in,201740,201409,188,152,8543,36,,,,,,,1.77923,1.77923,18,2013/2014
2017-10-24,ks,201740,201409,188,142,6766,28,,,,,,,2.09873,2.09873,20,2013/2014
2017-10-24,ky,201740,201409,188,103,23024,16,,,,,,,0.447359,0.447359,21,2013/2014
2017-10-24,ma,201740,201409,188,372,29834,55,,,,,,,1.2469,1.2469,25,2013/2014
2017-10-24,md,201740,201409,188,160,11422,24,,,,,,,1.40081,1.40081,24,2013/2014
2017-10-24,me,201740,201409,188,81,5780,32,,,,,,,1.40138,1.40138,23,2013/2014
2017-10-24,mi,201740,201409,188,292,15293,51,,,,,,,1.90937,1.90937,26,2013/2014
2017-10-24,mn,201740,201409,188,98,4983,18,,,,,,,1.96669,1.96669,27,2013/2014
2017-10-24,mo,201740,201409,188,126,7698,23,,,,,,,1.63679,1.63679,29,2013/2014
2017-10-24,ms,201740,201409,188,541,17896,44,,,,,,,3.02302,3.02302,28,2013/2014
2017-10-24,mt,201740,201409,188,4,2560,9,,,,,,,0.15625,0.15625,30,2013/2014
2017-10-24,nat,201740,201409,188,15914,832786,1978,3953,5875,,3691,1505,890,2.07244,1.91094,US,2013/2014
2017-10-24,nc,201740,201409,188,235,16409,50,,,,,,,1.43214,1.43214,37,2013/2014
2017-10-24,nd,201740,201409,188,9,1579,9,,,,,,,0.569981,0.569981,38,2013/2014
2017-10-24,ne,201740,201409,188,15,2610,15,,,,,,,0.574713,0.574713,31,2013/2014
2017-10-24,nh,201740,201409,188,13,3467,22,,,,,,,0.374964,0.374964,33,2013/2014
2017-10-24,nj,201740,201409,188,297,10880,25,,,,,,,2.72978,2.72978,34,2013/2014
2017-10-24,nm,201740,201409,188,282,11990,28,,,,,,,2.35196,2.35196,35,2013/2014
2017-10-24,nv,201740,201409,188,203,18865,41,,,,,,,1.07607,1.07607,32,2013/2014
2017-10-24,oh,201740,201409,188,186,16509,51,,,,,,,1.12666,1.12666,39,2013/2014
2017-10-24,ok,201740,201409,188,170,4475,19,,,,,,,3.79888,3.79888,40,2013/2014
2017-10-24,or,201740,201409,188,17,3592,16,,,,,,,0.473274,0.473274,41,2013/2014
2017-10-24,pa,201740,201409,188,247,14572,46,,,,,,,1.69503,1.69503,42,2013/2014
2017-10-24,pr,201740,201409,188,32,761,1,,,,,,,4.20499,4.20499,72,2013/2014
2017-10-24,ri,201740,201409,188,29,6538,20,,,,,,,0.443561,0.443561,44,2013/2014
2017-10-24,sc,201740,201409,188,13,6276,15,,,,,,,0.207138,0.207138,45,2013/2014
2017-10-24,sd,201740,201409,188,93,6080,24,,,,,,,1.52961,1.52961,46,2013/2014
2017-10-24,tn,201740,201409,188,148,10680,52,,,,,,,1.38577,1.38577,47,2013/2014
2017-10-24,tx,201740,201409,188,1677,42191,113,,,,,,,3.97478,3.97478,48,2013/2014
2017-10-24,ut,201740,201409,188,391,19102,44,,,,,,,2.04691,2.04691,49,2013/2014
2017-10-24,va,201740,201409,188,1712,69924,109,,,,,,,2.44837,2.44837,51,2013/2014
2017-10-24,vt,201740,201409,188,77,2221,9,,,,,,,3.46691,3.46691,50,2013/2014
2017-10-24,wa,201740,201409,188,28,4826,14,,,,,,,0.580191,0.580191,53,2013/2014
2017-10-24,wi,201740,201409,188,171,6986,34,,,,,,,2.44775,2.44775,55,2013/2014
2017-10-24,wv,201740,201409,188,206,14261,42,,,,,,,1.4445,1.4445,54,2013/2014
2017-10-24,wy,201740,201409,188,53,5214,22,,,,,,,1.01649,1.01649,56,2013/2014
2017-10-24,ak,201740,201410,187,22,2334,9,,,,,,,0.942588,0.942588,02,2013/2014
2017-10-24,al,201740,201410,187,204,10207,24,,,,,,,1.99863,1.99863,01,2013/2014
2017-10-24,ar,201740,201410,187,67,2908,11,,,,,,,2.30399,2.30399,05,2013/2014
2017-10-24,az,201740,201410,187,446,25692,55,,,,,,,1.73595,1.73595,04,2013/2014
2017-10-24,ca,201740,201410,187,1034,37996,122,,,,,,,2.72134,2.72134,06,2013/2014
2017-10-24,co,201740,201410,187,223,24168,11,,,,,,,0.922708,0.922708,08,2013/2014
2017-10-24,ct,201740,201410,187,90,3592,14,,,,,,,2.50557,2.50557,09,2013/2014
2017-10-24,dc,201740,201410,187,88,1131,2,,,,,,,7.78073,7.78073,11,2013/2014
2017-10-24,de,201740,201410,187,39,1994,11,,,,,,,1.95587,1.95587,10,2013/2014
2017-10-24,ga,201740,201410,187,168,20623,36,,,,,,,0.814624,0.814624,13,2013/2014
2017-10-24,hi,201740,201410,187,98,1555,14,,,,,,,6.30225,6.30225,15,2013/2014
2017-10-24,ia,201740,201410,187,80,32350,21,,,,,,,0.247295,0.247295,19,2013/2014
2017-10-24,id,201740,201410,187,65,3242,10,,,,,,,2.00494,2.00494,16,2013/2014
2017-10-24,il,201740,201410,187,1033,55868,106,,,,,,,1.849,1.849,17,2013/2014
2017-10-24,in,201740,201410,187,116,8599,37,,,,,,,1.34899,1.34899,18,2013/2014
2017-10-24,ks,201740,201410,187,102,7051,30,,,,,,,1.4466,1.4466,20,2013/2014
2017-10-24,ky,201740,201410,187,55,17030,14,,,,,,,0.322959,0.322959,21,2013/2014
2017-10-24,ma,201740,201410,187,366,28102,52,,,,,,,1.3024,1.3024,25,2013/2014
2017-10-24,md,201740,201410,187,116,9475,25,,,,,,,1.22427,1.22427,24,2013/2014
2017-10-24,me,201740,201410,187,83,5430,30,,,,,,,1.52855,1.52855,23,2013/2014
2017-10-24,mi,201740,201410,187,306,13587,48,,,,,,,2.25215,2.25215,26,2013/2014
2017-10-24,mn,201740,201410,187,109,4797,18,,,,,,,2.27225,2.27225,27,2013/2014
2017-10-24,mo,201740,201410,187,100,7134,22,,,,,,,1.40174,1.40174,29,2013/2014
2017-10-24,ms,201740,201410,187,540,17584,44,,,,,,,3.07097,3.07097,28,2013/2014
2017-10-24,mt,201740,201410,187,11,2726,8,,,,,,,0.403522,0.403522,30,2013/2014
2017-10-24,nat,201740,201410,187,15044,790831,1944,3775,5575,,3472,1430,792,1.98207,1.9023,US,2013/2014
2017-10-24,nc,201740,201410,187,187,14253,49,,,,,,,1.312,1.312,37,2013/2014
2017-10-24,nd,201740,201410,187,13,1473,8,,,,,,,0.882553,0.882553,38,2013/2014
2017-10-24,ne,201740,201410,187,26,2673,16,,,,,,,0.97269,0.97269,31,2013/2014
2017-10-24,nh,201740,201410,187,11,3731,23,,,,,,,0.294827,0.294827,33,2013/2014
2017-10-24,nj,201740,201410,187,278,10081,25,,,,,,,2.75766,2.75766,34,2013/2014
2017-10-24,nm,201740,201410,187,250,12191,29,,,,,,,2.05069,2.05069,35,2013/2014
2017-10-24,nv,201740,201410,187,176,18100,41,,,,,,,0.972376,0.972376,32,2013/2014
2017-10-24,oh,201740,201410,187,161,16170,52,,,,,,,0.995671,0.995671,39,2013/2014
2017-10-24,ok,201740,201410,187,140,4087,21,,,,,,,3.4255,3.4255,40,2013/2014
2017-10-24,or,201740,201410,187,18,3543,16,,,,,,,0.508044,0.508044,41,2013/2014
2017-10-24,pa,201740,201410,187,192,13077,48,,,,,,,1.46823,1.46823,42,2013/2014
2017-10-24,pr,201740,201410,187,21,731,1,,,,,,,2.87278,2.87278,72,2013/2014
2017-10-24,ri,201740,201410,187,32,6459,20,,,,,,,0.495433,0.495433,44,2013/2014
2017-10-24,sc,201740,201410,187,18,6229,16,,,,,,,0.288971,0.288971,45,2013/2014
2017-10-24,sd,201740,201410,187,123,6141,24,,,,,,,2.00293,2.00293,46,2013/2014
